,Time,Logtype,Gamemode,Points,Heartrate,physDifficulty,psyStress,psyDifficulty,obstacle,userID,timedelta,mean_hr,%crashes
0,0.01,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:00.010000000,,0.0
1,1.02,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:01.020000000,,0.0
2,2.03,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:02.030000000,,0.0
3,3.04,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:03.040000000,,0.0
4,4.07,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:04.070000000,,0.0
5,5.09,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:05.090000000,,0.0
6,6.09,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:06.090000000,,0.0
7,7.09,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:07.090000000,,0.0
8,8.11,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:08.110000000,,0.0
9,9.11,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:09.110000000,,0.0
10,10.11,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:10.110000000,,0.0
11,11.11,CONTINUOUS,MOVEMENTTUTORIAL,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:11.110000000,,25.0
12,12.11,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:12.110000000,,16.666666666666664
13,13.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:13.130000000,,13.333333333333334
14,14.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:14.130000000,,10.344827586206897
15,15.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:15.130000000,,14.705882352941178
16,16.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:16.130000000,,15.686274509803921
17,17.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:17.130000000,,15.0
18,18.13,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:18.130000000,,14.864864864864865
19,19.15,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:19.150000000,,14.634146341463413
20,20.15,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:20.150000000,,14.285714285714285
21,20.32,EVENT_PICKUP,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:20.320000000,,14.14141414141414
22,20.52,EVENT_OBSTACLE,PLAYING,0,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:20.520000000,,14.85148514851485
23,21.15,CONTINUOUS,PLAYING,0,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:21.150000000,,15.887850467289718
24,22.16,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:22.160000000,,16.39344262295082
25,22.94,EVENT_OBSTACLE,PLAYING,100,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:22.940000000,,15.267175572519085
26,23.17,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:23.170000000,,15.789473684210526
27,24.2,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:24.200000000,,14.285714285714285
28,25.2,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:25.200000000,,14.285714285714285
29,25.35,EVENT_OBSTACLE,PLAYING,100,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:25.350000000,,14.19753086419753
30,26.22,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:26.220000000,,14.534883720930234
31,27.22,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:27.220000000,,14.054054054054054
32,27.79,EVENT_OBSTACLE,PLAYING,100,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:27.790000000,,13.917525773195877
33,28.22,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:28.220000000,,14.646464646464647
34,29.23,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:29.230000000,,14.761904761904763
35,30.02,EVENT_PICKUP,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:30.020000000,,14.414414414414415
36,30.21,EVENT_OBSTACLE,PLAYING,100,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:30.210000000,,14.285714285714285
37,30.24,CONTINUOUS,PLAYING,100,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:30.240000000,,14.285714285714285
38,31.26,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:31.260000000,,14.83050847457627
39,32.26,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:32.260000000,,14.979757085020243
40,32.43,EVENT_PICKUP,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:32.430000000,,15.139442231075698
41,32.63,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:32.630000000,,14.960629921259844
42,33.26,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:33.260000000,,15.267175572519085
43,34.26,CONTINUOUS,PLAYING,300,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:34.260000000,,15.328467153284672
44,34.98,EVENT_CRASH,PLAYING,250,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:34.980000000,,15.357142857142858
45,35.05,EVENT_OBSTACLE,PLAYING,250,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:35.050000000,,15.140845070422534
46,35.26,CONTINUOUS,PLAYING,250,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:35.260000000,,15.734265734265735
47,36.26,CONTINUOUS,PLAYING,250,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:36.260000000,,15.771812080536913
48,37.28,CONTINUOUS,PLAYING,250,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:37.280000000,,15.483870967741936
49,37.4,EVENT_CRASH,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:37.400000000,,15.705128205128204
50,37.46,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:37.460000000,,15.654952076677317
51,38.28,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:38.280000000,,15.337423312883436
52,39.28,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:39.280000000,,14.925373134328357
53,39.9,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPLEFT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:39.900000000,,14.782608695652174
54,40.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:40.300000000,,14.985590778097983
55,41.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:41.300000000,,14.40677966101695
56,42.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:42.300000000,,13.736263736263737
57,42.32,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:42.320000000,,13.698630136986301
58,43.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:43.300000000,,13.550135501355012
59,44.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:44.300000000,,14.130434782608695
60,44.74,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:44.740000000,,13.636363636363635
61,45.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:45.300000000,,13.101604278074866
62,46.3,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:46.300000000,,13.20754716981132
63,47.17,EVENT_OBSTACLE,PLAYING,200,-1,MEDIUM,undef,MEDIUM,"TOPLEFT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:47.170000000,,12.73209549071618
64,47.31,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:47.310000000,,12.5
65,48.31,CONTINUOUS,PLAYING,200,-1,MEDIUM,undef,MEDIUM,none,0,0 days 00:00:48.310000000,,12.868632707774799
66,49.32,CONTINUOUS,PLAYING,200,-1,HIGH,undef,MEDIUM,none,0,0 days 00:00:49.320000000,,12.46684350132626
67,49.59,EVENT_OBSTACLE,PLAYING,200,-1,HIGH,undef,MEDIUM,"TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:49.590000000,,12.533333333333333
68,50.34,CONTINUOUS,PLAYING,200,-1,HIGH,undef,MEDIUM,none,0,0 days 00:00:50.340000000,,12.533333333333333
69,51.34,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:00:51.340000000,,11.405835543766578
70,51.94,EVENT_CRASH,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:51.940000000,,11.702127659574469
71,52.01,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:52.010000000,,11.375661375661375
72,52.35,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:52.350000000,,11.76470588235294
73,53.35,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:53.350000000,,12.23404255319149
74,54.36,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:54.360000000,,11.904761904761903
75,54.43,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:54.430000000,,11.87335092348285
76,55.38,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:55.380000000,,11.64021164021164
77,56.4,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:56.400000000,,11.578947368421053
78,56.64,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:00:56.640000000,,11.702127659574469
79,57.41,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:57.410000000,,11.081794195250659
80,58.41,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:58.410000000,,10.317460317460316
81,58.87,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:00:58.870000000,,10.372340425531915
82,59.41,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:00:59.410000000,,10.079575596816976
83,60.41,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:00.410000000,,10.526315789473683
84,61.01,EVENT_CRASH,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:01.010000000,,10.455764075067025
85,61.08,EVENT_OBSTACLE,PLAYING,100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:01.080000000,,10.4
86,61.42,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:01.420000000,,10.052910052910052
87,62.42,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:02.420000000,,9.711286089238845
88,63.25,EVENT_CRASH,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:03.250000000,,9.814323607427056
89,63.3,EVENT_OBSTACLE,PLAYING,50,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:03.300000000,,9.736842105263158
90,63.42,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:03.420000000,,9.711286089238845
91,64.44,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:04.440000000,,9.25925925925926
92,65.44,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:05.440000000,,8.157894736842106
93,65.45,EVENT_CRASH,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:05.450000000,,8.398950131233596
94,65.52,EVENT_OBSTACLE,PLAYING,0,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:05.520000000,,8.398950131233596
95,66.44,CONTINUOUS,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:06.440000000,,8.421052631578947
96,67.44,CONTINUOUS,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:07.440000000,,8.031088082901555
97,67.74,EVENT_OBSTACLE,PLAYING,0,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:07.740000000,,7.8125
98,68.45,CONTINUOUS,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:08.450000000,,7.894736842105263
99,69.46,CONTINUOUS,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:09.460000000,,8.740359897172237
100,69.77,EVENT_PICKUP,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:09.770000000,,8.808290155440414
101,69.97,EVENT_OBSTACLE,PLAYING,0,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:09.970000000,,8.831168831168831
102,70.47,CONTINUOUS,PLAYING,0,-1,HIGH,undef,HIGH,none,0,0 days 00:01:10.470000000,,9.162303664921465
103,71.5,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:11.500000000,,10.282776349614396
104,72.12,EVENT_CRASH,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:12.120000000,,10.621761658031089
105,72.19,EVENT_OBSTACLE,PLAYING,50,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:12.190000000,,10.594315245478036
106,72.51,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:12.510000000,,10.852713178294573
107,73.51,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:13.510000000,,11.597938144329897
108,74.41,EVENT_OBSTACLE,PLAYING,50,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:14.410000000,,11.195928753180661
109,74.52,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:14.520000000,,11.16751269035533
110,75.53,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:15.530000000,,11.597938144329897
111,76.43,EVENT_PICKUP,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:16.430000000,,11.928934010152284
112,76.53,CONTINUOUS,PLAYING,50,-1,HIGH,undef,HIGH,none,0,0 days 00:01:16.530000000,,11.959287531806616
113,76.64,EVENT_OBSTACLE,PLAYING,50,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:16.640000000,,11.868686868686869
114,77.53,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:17.530000000,,11.989795918367346
115,78.53,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:18.530000000,,12.18274111675127
116,78.85,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:18.850000000,,11.928934010152284
117,79.55,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:19.550000000,,11.868686868686869
118,80.57,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:20.570000000,,12.311557788944723
119,81.02,EVENT_CRASH,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:21.020000000,,12.91139240506329
120,81.08,EVENT_OBSTACLE,PLAYING,100,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:21.080000000,,12.91139240506329
121,81.57,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:21.570000000,,13.5
122,82.58,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:22.580000000,,13.09823677581864
123,83.3,EVENT_OBSTACLE,PLAYING,100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:23.300000000,,12.935323383084576
124,83.59,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:23.590000000,,13.283208020050125
125,84.59,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:24.590000000,,13.5
126,85.53,EVENT_OBSTACLE,PLAYING,100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:25.530000000,,13.366336633663368
127,85.59,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:25.590000000,,13.366336633663368
128,86.6,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:26.600000000,,13.647642679900745
129,87.52,EVENT_PICKUP,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:27.520000000,,14.108910891089108
130,87.6,CONTINUOUS,PLAYING,100,-1,HIGH,undef,HIGH,none,0,0 days 00:01:27.600000000,,14.004914004914005
131,87.74,EVENT_OBSTACLE,PLAYING,100,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:27.740000000,,14.039408866995073
132,88.61,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:01:28.610000000,,14.5679012345679
133,89.61,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:01:29.610000000,,14.425427872860636
134,89.89,EVENT_CRASH,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:29.890000000,,14.532019704433496
135,89.96,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:29.960000000,,14.496314496314497
136,90.62,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:30.620000000,,14.705882352941178
137,91.63,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:31.630000000,,14.634146341463413
138,92.18,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:32.180000000,,14.841849148418493
139,92.65,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:32.650000000,,15.048543689320388
140,93.66,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:33.660000000,,14.734299516908212
141,94.39,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:34.390000000,,14.93975903614458
142,94.66,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:34.660000000,,14.769975786924938
143,95.66,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:35.660000000,,16.183574879227052
144,96.51,EVENT_PICKUP,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:36.510000000,,16.74641148325359
145,96.63,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:36.630000000,,16.706443914081145
146,96.68,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:36.680000000,,16.706443914081145
147,97.68,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:37.680000000,,17.74580335731415
148,98.7,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:38.700000000,,17.81472684085511
149,98.78,EVENT_CRASH,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:01:38.780000000,,17.942583732057415
150,98.85,EVENT_OBSTACLE,PLAYING,200,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:38.850000000,,17.899761336515514
151,99.7,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:01:39.700000000,,18.377088305489263
152,100.7,CONTINUOUS,PLAYING,200,-1,HIGH,undef,HIGH,none,0,0 days 00:01:40.700000000,,17.77251184834123
153,101.0,EVENT_CRASH,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:41.000000000,,17.77251184834123
154,101.07,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:41.070000000,,17.647058823529413
155,101.7,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:41.700000000,,17.452830188679243
156,102.72,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:42.720000000,,17.452830188679243
157,103.08,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:43.080000000,,17.24941724941725
158,103.72,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:43.720000000,,17.096018735362996
159,104.72,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:44.720000000,,17.68867924528302
160,104.9,EVENT_PICKUP,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:44.900000000,,17.56440281030445
161,105.1,EVENT_OBSTACLE,PLAYING,150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:45.100000000,,17.523364485981308
162,105.74,CONTINUOUS,PLAYING,150,-1,HIGH,undef,HIGH,none,0,0 days 00:01:45.740000000,,17.59259259259259
163,106.74,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:46.740000000,,17.84037558685446
164,107.12,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",0,0 days 00:01:47.120000000,,17.674418604651162
165,107.74,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:47.740000000,,17.824074074074073
166,108.74,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:48.740000000,,17.782909930715935
167,108.94,EVENT_PICKUP,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:48.940000000,,17.824074074074073
168,109.14,EVENT_OBSTACLE,PLAYING,250,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:49.140000000,,17.865429234338748
169,109.76,CONTINUOUS,PLAYING,250,-1,HIGH,undef,HIGH,none,0,0 days 00:01:49.760000000,,17.551963048498845
170,110.77,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,0,0 days 00:01:50.770000000,,17.620137299771166
171,110.94,EVENT_PICKUP,PLAYING,350,-1,HIGH,undef,HIGH,none,0,0 days 00:01:50.940000000,,17.741935483870968
172,111.16,EVENT_OBSTACLE,PLAYING,350,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:51.160000000,,17.431192660550458
173,111.78,CONTINUOUS,PLAYING,350,-1,HIGH,undef,HIGH,none,0,0 days 00:01:51.780000000,,17.050691244239633
174,112.79,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,0,0 days 00:01:52.790000000,,17.006802721088434
175,113.04,EVENT_PICKUP,PLAYING,450,-1,HIGH,undef,HIGH,none,0,0 days 00:01:53.040000000,,17.123287671232877
176,113.18,EVENT_OBSTACLE,PLAYING,450,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:53.180000000,,17.123287671232877
177,113.79,CONTINUOUS,PLAYING,450,-1,HIGH,undef,HIGH,none,0,0 days 00:01:53.790000000,,16.704805491990847
178,114.79,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,0,0 days 00:01:54.790000000,,17.647058823529413
179,114.98,EVENT_PICKUP,PLAYING,550,-1,HIGH,undef,HIGH,none,0,0 days 00:01:54.980000000,,17.727272727272727
180,115.19,EVENT_OBSTACLE,PLAYING,550,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",0,0 days 00:01:55.190000000,,17.954545454545453
181,115.8,CONTINUOUS,PLAYING,550,-1,HIGH,undef,HIGH,none,0,0 days 00:01:55.800000000,,18.409090909090907
