,Time,Logtype,Gamemode,Points,Heartrate,physDifficulty,psyStress,psyDifficulty,obstacle,userID,timedelta,mean_hr,%crashes
7579,287.52,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,3,0 days 00:04:47.520000000,,23.492723492723496
7580,288.47,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:04:48.470000000,,23.789473684210527
7581,289.47,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:04:49.470000000,,23.651452282157674
7582,289.47,EVENT_CRASH,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:04:49.470000000,,23.651452282157674
7583,289.54,EVENT_OBSTACLE,PLAYING,800,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:04:49.540000000,,23.651452282157674
7584,290.47,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:04:50.470000000,,24.4258872651357
7585,291.49,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:04:51.490000000,,24.791666666666668
7586,291.51,EVENT_CRASH,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:04:51.510000000,,25.052192066805844
7587,291.57,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,3,0 days 00:04:51.570000000,,25.208333333333332
7588,292.49,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:04:52.490000000,,25.523012552301257
7589,293.51,CONTINUOUS,PLAYING,750,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:53.510000000,,26.041666666666668
7590,293.61,EVENT_OBSTACLE,PLAYING,750,-1,MEDIUM,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:04:53.610000000,,26.304801670146137
7591,294.51,CONTINUOUS,PLAYING,750,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:54.510000000,,26.041666666666668
7592,295.43,EVENT_PICKUP,PLAYING,750,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:55.430000000,,26.359832635983267
7593,295.51,CONTINUOUS,PLAYING,750,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:55.510000000,,26.359832635983267
7594,295.64,EVENT_OBSTACLE,PLAYING,750,-1,MEDIUM,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:04:55.640000000,,26.304801670146137
7595,296.52,CONTINUOUS,PLAYING,850,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:56.520000000,,26.446280991735538
7596,297.45,EVENT_PICKUP,PLAYING,850,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:57.450000000,,26.15062761506276
7597,297.53,CONTINUOUS,PLAYING,850,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:57.530000000,,25.94142259414226
7598,297.66,EVENT_OBSTACLE,PLAYING,850,-1,MEDIUM,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:04:57.660000000,,26.096033402922757
7599,298.54,CONTINUOUS,PLAYING,950,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:58.540000000,,25.465838509316768
7600,299.54,CONTINUOUS,PLAYING,950,-1,MEDIUM,undef,HIGH,none,3,0 days 00:04:59.540000000,,25.313807531380757
7601,300.09,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:00.090000000,,25.518672199170123
7602,300.54,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:00.540000000,,25.465838509316768
7603,301.55,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:01.550000000,,25.10460251046025
7604,302.51,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:02.510000000,,25.87991718426501
7605,302.55,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:02.550000000,,26.141078838174277
7606,303.55,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:03.550000000,,26.611226611226613
7607,304.56,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:04.560000000,,26.722338204592898
7608,304.95,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:04.950000000,,27.42616033755274
7609,305.57,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:05.570000000,,27.536231884057973
7610,306.57,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:06.570000000,,27.73109243697479
7611,306.97,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:06.970000000,,27.73109243697479
7612,307.58,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:07.580000000,,27.32919254658385
7613,308.58,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:08.580000000,,27.291666666666664
7614,308.99,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:08.990000000,,27.500000000000004
7615,309.59,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:09.590000000,,27.139874739039666
7616,310.6,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:10.600000000,,26.931106471816285
7617,311.0,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:05:11.000000000,,27.19665271966527
7618,311.6,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:11.600000000,,26.834381551362686
7619,312.61,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:12.610000000,,27.292110874200425
7620,312.82,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:12.820000000,,27.02127659574468
7621,313.61,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:13.610000000,,26.824034334763947
7622,314.61,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:14.610000000,,25.991189427312776
7623,314.64,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,3,0 days 00:05:14.640000000,,25.934065934065938
7624,315.62,CONTINUOUS,BROKENSHIP,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:15.620000000,,25.669642857142854
7625,316.63,CONTINUOUS,BROKENSHIP,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:16.630000000,,25.570776255707763
7626,317.63,CONTINUOUS,BROKENSHIP,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:17.630000000,,25.11737089201878
7627,318.63,CONTINUOUS,BROKENSHIP,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:18.630000000,,24.93946731234867
7628,319.63,CONTINUOUS,BROKENSHIP,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:19.630000000,,25.12437810945274
7629,320.65,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:20.650000000,,24.42159383033419
7630,321.66,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:21.660000000,,24.010554089709764
7631,322.67,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:22.670000000,,23.35164835164835
7632,323.67,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:23.670000000,,22.88135593220339
7633,324.68,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:24.680000000,,22.647058823529413
7634,325.7,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:25.700000000,,22.75449101796407
7635,326.7,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:26.700000000,,21.671826625387
7636,327.72,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:27.720000000,,21.9435736677116
7637,327.78,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:27.780000000,,21.9435736677116
7638,328.72,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:28.720000000,,21.153846153846153
7639,329.6,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:29.600000000,,21.794871794871796
7640,329.73,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:29.730000000,,21.794871794871796
7641,330.74,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:30.740000000,,22.112211221122113
7642,331.42,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:31.420000000,,22.772277227722775
7643,331.74,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:31.740000000,,21.666666666666668
7644,332.75,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:32.750000000,,20.945945945945947
7645,333.24,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:33.240000000,,20.875420875420875
7646,333.76,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:33.760000000,,19.795221843003414
7647,334.76,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:34.760000000,,20.0
7648,335.06,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:35.060000000,,20.068027210884352
7649,335.77,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:35.770000000,,19.587628865979383
7650,336.79,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:36.790000000,,20.0
7651,336.89,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:05:36.890000000,,20.0
7652,337.79,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:05:37.790000000,,19.587628865979383
7653,338.64,EVENT_CRASH,PLAYING,900,-1,HIGH,undef,HIGH,none,3,0 days 00:05:38.640000000,,21.052631578947366
7654,338.71,EVENT_OBSTACLE,PLAYING,900,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:38.710000000,,20.97902097902098
7655,338.79,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,3,0 days 00:05:38.790000000,,20.905923344947734
7656,339.79,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,3,0 days 00:05:39.790000000,,20.415224913494807
7657,340.53,EVENT_OBSTACLE,PLAYING,900,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:40.530000000,,19.93006993006993
7658,340.79,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,3,0 days 00:05:40.790000000,,19.93006993006993
7659,341.8,CONTINUOUS,PLAYING,900,-1,HIGH,undef,HIGH,none,3,0 days 00:05:41.800000000,,20.33898305084746
7660,342.28,EVENT_CRASH,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:42.280000000,,20.74829931972789
7661,342.35,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:05:42.350000000,,20.677966101694913
7662,342.8,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:42.800000000,,20.53872053872054
7663,343.82,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:43.820000000,,21.262458471760798
7664,344.16,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:44.160000000,,21.311475409836063
7665,344.83,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:44.830000000,,22.727272727272727
7666,345.85,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:45.850000000,,21.904761904761905
7667,345.98,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:45.980000000,,22.082018927444793
7668,346.85,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:46.850000000,,22.46153846153846
7669,347.8,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,3,0 days 00:05:47.800000000,,23.88059701492537
7670,347.85,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:47.850000000,,23.809523809523807
7671,348.85,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:05:48.850000000,,23.42857142857143
7672,349.55,EVENT_CRASH,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:49.550000000,,23.314606741573034
7673,349.62,EVENT_OBSTACLE,PLAYING,800,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:49.620000000,,23.249299719887954
7674,349.85,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:49.850000000,,23.26869806094183
7675,350.85,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:50.850000000,,22.22222222222222
7676,351.44,EVENT_OBSTACLE,PLAYING,800,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:51.440000000,,22.04724409448819
7677,351.85,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:51.850000000,,22.422680412371136
7678,352.87,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:52.870000000,,22.75
7679,353.25,EVENT_OBSTACLE,PLAYING,800,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:53.250000000,,22.524752475247524
7680,353.89,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:53.890000000,,22.815533980582526
7681,354.91,CONTINUOUS,PLAYING,800,-1,HIGH,undef,HIGH,none,3,0 days 00:05:54.910000000,,22.565320665083135
7682,355.0,EVENT_CRASH,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:55.000000000,,22.985781990521325
7683,355.07,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:05:55.070000000,,22.87735849056604
7684,355.92,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:55.920000000,,23.4338747099768
7685,356.89,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:56.890000000,,23.972602739726025
7686,356.92,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:56.920000000,,23.972602739726025
7687,357.93,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:57.930000000,,24.384787472035793
7688,358.71,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:05:58.710000000,,24.833702882483372
7689,358.94,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:58.940000000,,25.055432372505543
7690,359.94,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:05:59.940000000,,26.304347826086953
7691,360.55,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:00.550000000,,25.757575757575758
7692,360.94,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:06:00.940000000,,25.48596112311015
7693,361.95,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:06:01.950000000,,25.85470085470086
7694,362.14,EVENT_PICKUP,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:06:02.140000000,,25.79957356076759
7695,362.36,EVENT_OBSTACLE,PLAYING,750,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:02.360000000,,25.690021231422506
7696,362.95,CONTINUOUS,PLAYING,750,-1,HIGH,undef,HIGH,none,3,0 days 00:06:02.950000000,,26.06837606837607
7697,363.95,CONTINUOUS,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:06:03.950000000,,25.738396624472575
7698,363.98,EVENT_PICKUP,PLAYING,850,-1,HIGH,undef,HIGH,none,3,0 days 00:06:03.980000000,,25.738396624472575
7699,364.18,EVENT_OBSTACLE,PLAYING,850,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:04.180000000,,25.792811839323466
7700,364.95,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:06:04.950000000,,25.210084033613445
7701,365.8,EVENT_PICKUP,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:06:05.800000000,,25.52742616033755
7702,365.95,CONTINUOUS,PLAYING,950,-1,HIGH,undef,HIGH,none,3,0 days 00:06:05.950000000,,25.42016806722689
7703,366.0,EVENT_OBSTACLE,PLAYING,950,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:06.000000000,,25.473684210526315
7704,366.97,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:06.970000000,,25.624999999999996
7705,367.82,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:07.820000000,,25.840336134453786
7706,367.98,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:07.980000000,,25.630252100840334
7707,368.98,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:08.980000000,,25.363825363825367
7708,369.65,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:09.650000000,,25.42016806722689
7709,369.99,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:09.990000000,,25.523012552301257
7710,371.0,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:11.000000000,,25.25879917184265
7711,371.27,EVENT_PICKUP,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:11.270000000,,25.051759834368532
7712,371.47,EVENT_OBSTACLE,PLAYING,1050,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:11.470000000,,24.896265560165975
7713,372.01,CONTINUOUS,PLAYING,1050,-1,HIGH,undef,HIGH,none,3,0 days 00:06:12.010000000,,25.103734439834025
7714,373.02,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:13.020000000,,25.102880658436217
7715,373.29,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:13.290000000,,24.793388429752067
7716,374.02,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:14.020000000,,24.481327800829874
7717,375.04,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:15.040000000,,24.380165289256198
7718,375.11,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:15.110000000,,24.380165289256198
7719,376.04,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:16.040000000,,24.173553719008265
7720,376.92,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:06:16.920000000,,23.505154639175256
7721,377.06,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:17.060000000,,23.443983402489625
7722,378.06,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:18.060000000,,22.839506172839506
7723,378.74,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,FARBOTTOMLEFT,3,0 days 00:06:18.740000000,,23.09278350515464
7724,379.06,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:19.060000000,,23.7603305785124
7725,380.06,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:20.060000000,,23.662551440329217
7726,380.49,EVENT_CRASH,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:20.490000000,,24.123711340206185
7727,380.56,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:06:20.560000000,,24.074074074074073
7728,381.08,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:21.080000000,,24.481327800829874
7729,382.08,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:22.080000000,,24.380165289256198
7730,382.38,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMLEFT, MIDDLE",3,0 days 00:06:22.380000000,,24.173553719008265
7731,383.08,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:23.080000000,,23.90852390852391
7732,383.99,EVENT_PICKUP,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:23.990000000,,24.273858921161825
7733,384.08,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:24.080000000,,24.22360248447205
7734,384.21,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPLEFT, TOPRIGHT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:24.210000000,,24.324324324324326
7735,385.09,CONTINUOUS,PLAYING,1200,-1,HIGH,undef,HIGH,none,3,0 days 00:06:25.090000000,,24.166666666666668
7736,386.03,EVENT_OBSTACLE,PLAYING,1200,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:26.030000000,,23.958333333333336
7737,386.1,CONTINUOUS,PLAYING,1200,-1,HIGH,undef,HIGH,none,3,0 days 00:06:26.100000000,,24.05857740585774
7738,387.1,CONTINUOUS,PLAYING,1200,-1,HIGH,undef,HIGH,none,3,0 days 00:06:27.100000000,,23.492723492723496
7739,387.8,EVENT_CRASH,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:27.800000000,,23.430962343096233
7740,387.86,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:27.860000000,,23.430962343096233
7741,388.1,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:28.100000000,,23.221757322175733
7742,389.1,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:29.100000000,,23.236514522821576
7743,389.62,EVENT_CRASH,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:29.620000000,,22.755741127348646
7744,389.68,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:29.680000000,,22.594142259414227
7745,390.12,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:30.120000000,,21.75732217573222
7746,391.12,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:31.120000000,,22.66112266112266
7747,391.5,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:31.500000000,,22.15320910973085
7748,392.12,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:32.120000000,,21.59329140461216
7749,393.12,CONTINUOUS,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:33.120000000,,20.833333333333336
7750,393.12,EVENT_PICKUP,PLAYING,1100,-1,HIGH,undef,HIGH,none,3,0 days 00:06:33.120000000,,20.833333333333336
7751,393.32,EVENT_OBSTACLE,PLAYING,1100,-1,HIGH,undef,HIGH,"TOPRIGHT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:33.320000000,,20.833333333333336
7752,394.12,CONTINUOUS,PLAYING,1200,-1,HIGH,undef,HIGH,none,3,0 days 00:06:34.120000000,,21.338912133891213
7753,395.07,EVENT_CRASH,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:35.070000000,,21.12970711297071
7754,395.12,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:35.120000000,,20.668058455114824
7755,395.14,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,FARBOTTOMRIGHT,3,0 days 00:06:35.140000000,,20.625
7756,396.13,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:36.130000000,,20.416666666666668
7757,396.96,EVENT_OBSTACLE,PLAYING,1150,-1,HIGH,undef,HIGH,"TOPLEFT, BOTTOMLEFT, BOTTOMRIGHT, MIDDLE",3,0 days 00:06:36.960000000,,19.95841995841996
7758,397.14,CONTINUOUS,PLAYING,1150,-1,HIGH,undef,HIGH,none,3,0 days 00:06:37.140000000,,19.95841995841996
